"store";"sku";"price";"msrp"
"store_7x24petshop_main_tr";"KOGDA8698566791030";10,07;11,19
"store_7x24petshop_main_tr";"KOGDA8698566790965";26,7;29,67
"store_7x24petshop_main_tr";"KOGDA8698566790996";6,42;7,13
"store_7x24petshop_main_tr";"KOGDA8698566791009";13,43;14,92
"store_7x24petshop_main_tr";"KOGDA8698566791016";13,05;14,5
"store_7x24petshop_main_tr";"KOGDA8698566790972";20,88;23,2
"store_7x24petshop_main_tr";"KOGDA8698566790989";18,53;20,59
"store_7x24petshop_main_tr";"KOGDA8698566790958";15,25;16,94
"store_7x24petshop_main_tr";"STF97791";16,91;18,79
"store_7x24petshop_main_tr";"STF97792";16,91;18,79
"store_7x24petshop_main_tr";"STF4153";20,22;22,47
"store_7x24petshop_main_tr";"STF4152";20,22;22,47
"store_7x24petshop_main_tr";"STF4353";25,75;28,61
"store_7x24petshop_main_tr";"STF4352";25,75;28,61
"store_7x24petshop_main_tr";"STF4653";36,59;40,65
"store_7x24petshop_main_tr";"STF4652";36,59;40,65
"store_7x24petshop_main_tr";"STF5153";20,22;22,47
"store_7x24petshop_main_tr";"STF5152";20,22;22,47
"store_7x24petshop_main_tr";"STF5353";25,75;28,61
"store_7x24petshop_main_tr";"STF5352";25,75;28,61
"store_7x24petshop_main_tr";"STF5653";36,59;40,65
"store_7x24petshop_main_tr";"STF5652";36,59;40,65
"store_7x24petshop_main_tr";"KKEKP02300000";0;0
"store_7x24petshop_main_tr";"KKEKP02310000";3,73;4,14
"store_7x24petshop_main_tr";"KKEKP02320000";5,32;5,91
"store_7x24petshop_main_tr";"KKEKP02330000";8,28;9,2
"store_7x24petshop_main_tr";"KOEKP02360000";5,53;6,14
"store_7x24petshop_main_tr";"KEEKP02370000";4,14;4,6
"store_7x24petshop_main_tr";"KKEKP0284";14,71;16,34
"store_7x24petshop_main_tr";"KKEKP0285";14,71;16,34
"store_7x24petshop_main_tr";"KKEKP14769";0;0
"store_7x24petshop_main_tr";"PROMO1003";0;0
"store_7x24petshop_main_tr";"PROMO1004";0;0
"store_7x24petshop_main_tr";"PROMO1001";0;0
"store_7x24petshop_main_tr";"PROMO1002";0;0
"store_7x24petshop_main_tr";"EUK8710974912415";230,01;230,01
"store_7x24petshop_main_tr";"EUK8710974912460";230,01;230,01
"store_7x24petshop_main_tr";"TRX2469";9,66;10,73
"store_7x24petshop_main_tr";"TRX2491";42,42;47,13
"store_7x24petshop_main_tr";"TRX4008";11,57;12,86
"store_7x24petshop_main_tr";"TRX24330";163,29;181,43
"store_7x24petshop_main_tr";"TRX24401";15,4;17,11
"store_7x24petshop_main_tr";"TRX24402";27,07;30,08
"store_7x24petshop_main_tr";"TRX24411";15,44;17,15
"store_7x24petshop_main_tr";"TRX24412";27,09;30,1
"store_7x24petshop_main_tr";"TRX24423";53,87;59,85
"store_7x24petshop_main_tr";"TRX24498";15,4;17,11
"store_7x24petshop_main_tr";"TRX24548";9,61;10,68
"store_7x24petshop_main_tr";"TRX24641";61,6;68,44
"store_7x24petshop_main_tr";"TRX24794";15,4;17,11
"store_7x24petshop_main_tr";"TRX25011";26,97;29,97
"store_7x24petshop_main_tr";"TRX25012";34,65;38,5
"store_7x24petshop_main_tr";"TRX25032";30,82;34,24
"store_7x24petshop_main_tr";"TRX25253";30,74;34,15
"store_7x24petshop_main_tr";"TRX25281";53,92;59,91
"store_7x24petshop_main_tr";"TRX25282";88,23;98,03
"store_7x24petshop_main_tr";"TRX24407";38,61;42,9
"store_7x24petshop_main_tr";"TRX24790";50,05;55,61
"store_7x24petshop_main_tr";"TRX24793";17,39;19,32
"store_7x24petshop_main_tr";"TRX25135";38,53;42,81
"store_7x24petshop_main_tr";"TRX24405";15,4;17,11
"store_7x24petshop_main_tr";"TRX24413";38,55;42,83
"store_7x24petshop_main_tr";"TRX25252";23,18;25,76
"store_7x24petshop_main_tr";"TRX24393";23;25,55
"store_7x24petshop_main_tr";"TRX24406";27,07;30,08
"store_7x24petshop_main_tr";"TRX24642";88,23;98,03
"store_7x24petshop_main_tr";"TRX25013";53,87;59,85
"store_7x24petshop_main_tr";"TRX25122";38,52;42,8
"store_7x24petshop_main_tr";"TRX25251";17,39;19,32
"store_7x24petshop_main_tr";"TRX24403";38,61;42,9
"store_7x24petshop_main_tr";"TRX24654";17,39;19,32
"store_7x24petshop_main_tr";"TRX24921";115,6;128,44
"store_7x24petshop_main_tr";"TRX24922";134,66;149,62
"store_7x24petshop_main_tr";"TRX24923";153,88;170,98
"store_7x24petshop_main_tr";"TRX25031";19,31;21,45
"store_7x24petshop_main_tr";"TRX24391";157,07;174,52
"store_7x24petshop_main_tr";"TRX25033";38,61;42,9
"store_7x24petshop_main_tr";"TRX2497";173,17;192,41
"store_7x24petshop_main_tr";"TRX24460";6,52;7,24
"store_7x24petshop_main_tr";"TRX25010";23,18;25,76
"store_7x24petshop_main_tr";"PTS24461";134,45;149,39
"store_7x24petshop_main_tr";"TRX24492";15,4;17,11
"store_7x24petshop_main_tr";"TRX2490";42,53;47,25
"store_7x24petshop_main_tr";"TRX24371";77,18;85,75
"store_7x24petshop_main_tr";"TRX24382";192,68;214,09
"store_7x24petshop_main_tr";"TRX24833";46,51;51,68
"store_7x24petshop_main_tr";"TRX24381";172,92;192,13
"store_7x24petshop_main_tr";"TRX24656";38,61;42,9
"store_7x24petshop_main_tr";"TRX24643";134,66;149,62
"store_7x24petshop_main_tr";"TRX24372";115,31;128,12
"store_7x24petshop_main_tr";"TRX24652";38,61;42,9
"store_7x24petshop_main_tr";"TRX24657";53,92;59,91
"store_7x24petshop_main_tr";"TRX24602";23,1;25,67
"store_7x24petshop_main_tr";"TRX24845";25,08;27,87
"store_7x24petshop_main_tr";"TRX24950";7,7;8,56
"store_7x24petshop_main_tr";"TRX24953";27,07;30,08
"store_7x24petshop_main_tr";"TRX24952";15,4;17,11
"store_7x24petshop_main_tr";"TRX24655";23,18;25,75
"store_7x24petshop_main_tr";"TRX24761";11,52;12,8
"store_7x24petshop_main_tr";"TRX24951";13,5;15
"store_7x24petshop_main_tr";"TRX25074";34,73;38,59
"store_7x24petshop_main_tr";"TRX24651";23,18;25,75
"store_7x24petshop_main_tr";"TRX24653";50,05;55,61
"store_7x24petshop_main_tr";"TRX2472";27,14;30,15
"store_7x24petshop_main_tr";"TRX25243";23,18;25,76
"store_7x24petshop_main_tr";"TRX25242";17,39;19,32
"store_7x24petshop_main_tr";"TRX25270";15,46;17,18
"store_7x24petshop_main_tr";"TRX24871";15,4;17,11
"store_7x24petshop_main_tr";"TRX24601";15,44;17,15
"store_7x24petshop_main_tr";"TRX25245";42,42;47,13
"store_7x24petshop_main_tr";"TRX2488";27,07;30,08
"store_7x24petshop_main_tr";"TRX25244";34,65;38,5
"store_7x24petshop_main_tr";"TRX24852";15,4;17,11
"store_7x24petshop_main_tr";"TRX25241";15,46;17,18
"store_7x24petshop_main_tr";"TRX2474";5;5,55
"store_7x24petshop_main_tr";"TRX24831";23,17;25,74
"store_7x24petshop_main_tr";"TRX24561";30,74;34,15
"store_7x24petshop_main_tr";"TRX24762";23,18;25,76
"store_7x24petshop_main_tr";"TRX24854";25,07;27,85
"store_7x24petshop_main_tr";"TRX2475";11,51;12,79
"store_7x24petshop_main_tr";"TRX2473";9,66;10,73
"store_7x24petshop_main_tr";"TRX24872";23,12;25,69
"store_7x24petshop_main_tr";"TRX24855";34,73;38,59
"store_7x24petshop_main_tr";"TRX2471";7,68;8,53
"store_7x24petshop_main_tr";"TRX24603";30,74;34,16
"store_7x24petshop_main_tr";"TRX24870";11,57;12,85
"store_7x24petshop_main_tr";"KOGDA4845";5,32;5,91
"store_7x24petshop_main_tr";"KOGDA4838";5,32;5,91
"store_7x24petshop_main_tr";"KOGDA4852";5,32;5,91
"store_7x24petshop_main_tr";"KOGDA4821";5,32;5,91
"store_7x24petshop_main_tr";"KOGDA4869";5,87;6,52
"store_7x24petshop_main_tr";"KEGDA501";2,07;2,07
"store_7x24petshop_main_tr";"KEGDA502";2,07;2,07
"store_7x24petshop_main_tr";"KEGDA503";2,07;2,07
"store_7x24petshop_main_tr";"KEGDA504";2,07;2,07
"store_7x24petshop_main_tr";"KEGDA505";2,07;2,07
"store_7x24petshop_main_tr";"KEGDA506";2,07;2,07
"store_7x24petshop_main_tr";"KEGDA306";2,07;2,07
"store_7x24petshop_main_tr";"KEGDA307";2,07;2,07
"store_7x24petshop_main_tr";"KEGDA308";2,07;2,07
"store_7x24petshop_main_tr";"KOGDA11911";10,71;11,9
"store_7x24petshop_main_tr";"KEGDA340101";0;0
"store_7x24petshop_main_tr";"KEGDA340245";8,39;8,39
"store_7x24petshop_main_tr";"KEGDA340246";8,39;8,39
"store_7x24petshop_main_tr";"KOGDA340441";0;0
"store_7x24petshop_main_tr";"KOGDA340440";0;0
"store_7x24petshop_main_tr";"KOGDA340368";7,9;7,9
"store_7x24petshop_main_tr";"KOGDA12150302";0;0
"store_7x24petshop_main_tr";"KOGDA12150306";58,5;65
"store_7x24petshop_main_tr";"KEGDA12171843";54;60
"store_7x24petshop_main_tr";"KEGDA12182233";3,24;3,6
"store_7x24petshop_main_tr";"KEGDA12178878";3,24;3,6
"store_7x24petshop_main_tr";"KEGDA12182549";3,15;3,5
"store_7x24petshop_main_tr";"KEGDA12131624";3,15;3,5
"store_7x24petshop_main_tr";"KEGDA5117099";3,15;3,5
"store_7x24petshop_main_tr";"KEGDA12131528";3,15;3,5
"store_7x24petshop_main_tr";"KEGDA12131524";3,15;3,5
"store_7x24petshop_main_tr";"KOGDA12202612";63;70
"store_7x24petshop_main_tr";"KOGDA12202614";157,5;175
"store_7x24petshop_main_tr";"PROMO0231";0;0
"store_7x24petshop_main_tr";"PROMO0234";0;0
"store_7x24petshop_main_tr";"PROMO1005";0;0
"store_7x24petshop_main_tr";"PROMO1006";0;0
"store_7x24petshop_main_tr";"NVP7290105471307";28,04;31,16
"store_7x24petshop_main_tr";"NVP7290105473431";25,79;28,65
"store_7x24petshop_main_tr";"NVP7290105473448";25,79;28,66
"store_7x24petshop_main_tr";"NVP7290105472380";28,62;31,8
"store_7x24petshop_main_tr";"NVP7290105472373";36,26;40,29
"store_7x24petshop_main_tr";"PROMO1007";0;0
"store_7x24petshop_main_tr";"PROMO1008";0;0
"store_7x24petshop_main_tr";"PROMO1009";0;0
"store_7x24petshop_main_tr";"KEGDA052742985008";3,15;3,5
"store_7x24petshop_main_tr";"KEGDA052742453309";3,15;3,5
"store_7x24petshop_main_tr";"KEGDA052742985305";3,15;3,5
"store_7x24petshop_main_tr";"KEGDA052742453705";3,15;3,5
"store_7x24petshop_main_tr";"KEGDA052742453507";3,15;3,5
"store_7x24petshop_main_tr";"KEGDA052742985503";3,15;3,5
"store_7x24petshop_main_tr";"KEGDA052742453903";3,15;3,5
"store_7x24petshop_main_tr";"KEGDA052742985404";3,15;3,5
"store_7x24petshop_main_tr";"KEGDA052742519708";14,4;16
"store_7x24petshop_main_tr";"KEGDA052742873503";60,3;67
"store_7x24petshop_main_tr";"KEGDA052742428406";121,5;135
"store_7x24petshop_main_tr";"KEGDA052742877501";61,2;68
"store_7x24petshop_main_tr";"KEGDA052742423708";62,1;69
"store_7x24petshop_main_tr";"KEGDA052742520001";13,5;15
"store_7x24petshop_main_tr";"KEGDA052742873602";56,7;63
"store_7x24petshop_main_tr";"KEGDA052742429403";116,1;129
"store_7x24petshop_main_tr";"KEGDA052742629100";236,7;263
"store_7x24petshop_main_tr";"KEGDA052742873800";57,6;64
"store_7x24petshop_main_tr";"KEGDA052742873701";67,5;75
"store_7x24petshop_main_tr";"KEGDA052742514307";135;150
"store_7x24petshop_main_tr";"KEGDA052742873909";57,6;64
"store_7x24petshop_main_tr";"KEGDA052742761701";50,4;56
"store_7x24petshop_main_tr";"KEGDA052742760803";50,4;56
"store_7x24petshop_main_tr";"KEGDA052742752402";50,4;56
"store_7x24petshop_main_tr";"KEGDA052742752006";50,4;56
"store_7x24petshop_main_tr";"KEGDA052742421407";121,5;135
"store_7x24petshop_main_tr";"KEGDA052742935102";50,4;56
"store_7x24petshop_main_tr";"KEGDA052742935409";92,7;103
"store_7x24petshop_main_tr";"KEGDA052742935201";50,99;56,65
"store_7x24petshop_main_tr";"KEGDA052742419503";61,2;68
"store_7x24petshop_main_tr";"KEGDA052742419602";99;110
"store_7x24petshop_main_tr";"KEGDA052742419909";62,1;69
"store_7x24petshop_main_tr";"KEGDA052742874203";60,3;67
"store_7x24petshop_main_tr";"KEGDA052742670003";121,5;135
"store_7x24petshop_main_tr";"KEGDA052742877006";61,2;68
"store_7x24petshop_main_tr";"KEGDA052742761602";50,4;56
"store_7x24petshop_main_tr";"KEGDA052742761008";50,4;56
"store_7x24petshop_main_tr";"KEGDA052742935300";50,4;56
"store_7x24petshop_main_tr";"KOGDA052742803609";10,78;11,98
"store_7x24petshop_main_tr";"KOGDA052742803708";10,78;11,98
"store_7x24petshop_main_tr";"KOGDA052742805504";10,8;12
"store_7x24petshop_main_tr";"KOGDA052742891804";64,8;72
"store_7x24petshop_main_tr";"KOGDA52742192802";0;0
"store_7x24petshop_main_tr";"KOGDA52742192901";39,86;44,29
"store_7x24petshop_main_tr";"KOGDA052742769202";64,8;72
"store_7x24petshop_main_tr";"KOGDA052742926308";172,8;192
"store_7x24petshop_main_tr";"KOGDA052742769608";75,6;84
"store_7x24petshop_main_tr";"KOGDA052742926407";196,2;218
"store_7x24petshop_main_tr";"KOGDA052742201108";54;60
"store_7x24petshop_main_tr";"KOGDA052742201306";157,5;175
"store_7x24petshop_main_tr";"KOGDA052742201504";209,7;233
"store_7x24petshop_main_tr";"KOGDA052742559506";0;0
"store_7x24petshop_main_tr";"KOGDA052742559704";0;0
"store_7x24petshop_main_tr";"KOGDA052742804408";59,4;66
"store_7x24petshop_main_tr";"KOGDA52742193304";0;0
"store_7x24petshop_main_tr";"KOGDA52742193007";37,08;41,2
"store_7x24petshop_main_tr";"KOGDA52742193403";106,61;118,46
"store_7x24petshop_main_tr";"KOGDA52742193601";37,08;41,2
"store_7x24petshop_main_tr";"KOGDA052742747606";59,4;66
"store_7x24petshop_main_tr";"KOGDA052742926605";165,01;183,34
"store_7x24petshop_main_tr";"KOGDA052742798905";63,9;71
"store_7x24petshop_main_tr";"KOGDA052742926902";178,91;198,79
"store_7x24petshop_main_tr";"KOGDA052742770109";74,7;83
"store_7x24petshop_main_tr";"KOGDA052742926704";191,89;213,21
"store_7x24petshop_main_tr";"KOGDA052742891002";63,9;71
"store_7x24petshop_main_tr";"KOGDA052742606002";180,9;201
"store_7x24petshop_main_tr";"KOGDA052742770307";63,9;71
"store_7x24petshop_main_tr";"KOGDA052742757001";166,5;185
"store_7x24petshop_main_tr";"KOGDA052742927008";168,71;187,45
"store_7x24petshop_main_tr";"KOGDA052742121109";220,5;245
"store_7x24petshop_main_tr";"KOGDA052742609201";74,7;83
"store_7x24petshop_main_tr";"KOGDA052742927107";191,89;213,21
"store_7x24petshop_main_tr";"KOGDA052742754505";166,5;185
"store_7x24petshop_main_tr";"KOGDA052742559605";0;0
"store_7x24petshop_main_tr";"KOGDA052742559803";0;0
"store_7x24petshop_main_tr";"KOGDA052742609508";64,8;72
"store_7x24petshop_main_tr";"KOGDA52742193106";39,86;44,29
"store_7x24petshop_main_tr";"KOGDA052742765303";64,8;72
"store_7x24petshop_main_tr";"KOGDA052742927206";172,42;191,58
"store_7x24petshop_main_tr";"KOGDA052742753805";75,6;84
"store_7x24petshop_main_tr";"KOGDA052742927305";196,52;218,36
"store_7x24petshop_main_tr";"KOGDA052742927404";172,42;191,58
"store_7x24petshop_main_tr";"KEGDA340182";0;0
"store_7x24petshop_main_tr";"KEGDA5900951238055";0;0
"store_7x24petshop_main_tr";"PTS2104";192,86;214,29
"store_7x24petshop_main_tr";"PTS2107";766,85;852,05
"store_7x24petshop_main_tr";"KOEKP2251";0;0
"store_7x24petshop_main_tr";"KOEKP2931";0;0
"store_7x24petshop_main_tr";"KOEKP11403";0;0
"store_7x24petshop_main_tr";"KOEKP11413";0;0
"store_7x24petshop_main_tr";"KOEKP11423";0;0
"store_7x24petshop_main_tr";"KOEKP12723";0;0
"store_7x24petshop_main_tr";"KOEKP12986";0;0
"store_7x24petshop_main_tr";"KOEKP13717";0;0
"store_7x24petshop_main_tr";"KOEKP14642";0;0
"store_7x24petshop_main_tr";"JK915047";154,39;171,54
"store_7x24petshop_main_tr";"KOEKP15611";0;0
"store_7x24petshop_main_tr";"KOEKP15883";0;0
"store_7x24petshop_main_tr";"KOEKP16125";0;0
"store_7x24petshop_main_tr";"KOEKP16127";0;0
"store_7x24petshop_main_tr";"KOEKP17108";0;0
"store_7x24petshop_main_tr";"KOEKP17128";0;0
"store_7x24petshop_main_tr";"KOEKP17138";0;0
"store_7x24petshop_main_tr";"KOEKP37451";0;0
"store_7x24petshop_main_tr";"KOEKP39373";0;0
"store_7x24petshop_main_tr";"KOEKP39472";0;0
"store_7x24petshop_main_tr";"SWK602531";101,56;112,84
"store_7x24petshop_main_tr";"SPR5020103008";32,96;36,62
"store_7x24petshop_main_tr";"SPR5080305508";43,81;48,68
"store_7x24petshop_main_tr";"SPR5080306008";47,98;53,31
"store_7x24petshop_main_tr";"SPR5080306508";52,74;58,6
"store_7x24petshop_main_tr";"SPR5215004002";26,75;29,72
"store_7x24petshop_main_tr";"SPR5242004002";23,98;26,64
"store_7x24petshop_main_tr";"SPR60250075V1";54,62;60,69
"store_7x24petshop_main_tr";"KOEKP15607";0;0
"store_7x24petshop_main_tr";"KOEKP16126";0;0
"store_7x24petshop_main_tr";"KOEKP13767";0;0
"store_7x24petshop_main_tr";"KOEKP14655";0;0
"store_7x24petshop_main_tr";"KOEKP14672";0;0
"store_7x24petshop_main_tr";"KOEKP14673";0;0
"store_7x24petshop_main_tr";"SPR8280900001";26,01;28,9
"store_7x24petshop_main_tr";"PTS2103";154,06;171,18
"store_7x24petshop_main_tr";"PTS2105";269,28;299,2
"store_7x24petshop_main_tr";"KOEKP3988";0;0
"store_7x24petshop_main_tr";"KOEKP12722";0;0
"store_7x24petshop_main_tr";"KOEKP12721";0;0
"store_7x24petshop_main_tr";"JK915010";115,69;128,54
"store_7x24petshop_main_tr";"JK915040";154,39;171,54
"store_7x24petshop_main_tr";"JK915041";154,39;171,54
"store_7x24petshop_main_tr";"JK915070";77,39;85,99
"store_7x24petshop_main_tr";"JK915073";77,39;85,99
"store_7x24petshop_main_tr";"JK915078";77,39;85,99
"store_7x24petshop_main_tr";"JK915079";77,39;85,99
"store_7x24petshop_main_tr";"KOEKP39522";0;0
"store_7x24petshop_main_tr";"KOEKP39582";0;0
"store_7x24petshop_main_tr";"SPR5598000055";58,79;65,32
"store_7x24petshop_main_tr";"JK915020";127,13;141,25
"store_7x24petshop_main_tr";"JK915028";127,13;141,25
"store_7x24petshop_main_tr";"JK915054";154,39;171,54
"store_7x24petshop_main_tr";"PTS21091";38,71;43,01
"store_7x24petshop_main_tr";"KOEKP39471";0;0
"store_7x24petshop_main_tr";"SPR5080304008";36,84;40,93
"store_7x24petshop_main_tr";"SPR5098105067";91,58;101,76
"store_7x24petshop_main_tr";"SPR5571125001";164,77;183,08
"store_7x24petshop_main_tr";"KOEKP13757";0;0
"store_7x24petshop_main_tr";"JK915043";154,39;171,54
"store_7x24petshop_main_tr";"KOEKP36791";0;0
"store_7x24petshop_main_tr";"SPR5020102508";29,81;33,12
"store_7x24petshop_main_tr";"SPR5020103508";36,03;40,03
"store_7x24petshop_main_tr";"SPR5098106067";102,3;113,67
"store_7x24petshop_main_tr";"KOEKP15605";0;0
"store_7x24petshop_main_tr";"KOEKP15608";0;0
"store_7x24petshop_main_tr";"SPR5098105567";97,75;108,61
"store_7x24petshop_main_tr";"SPR5404404055";35,15;39,05
"store_7x24petshop_main_tr";"PTS2100";250,34;278,15
"store_7x24petshop_main_tr";"SPR5080304508";39,02;43,35
"store_7x24petshop_main_tr";"SPR5080305008";41,23;45,81
"store_7x24petshop_main_tr";"SPR5080307008";55,18;61,31
"store_7x24petshop_main_tr";"KOEKP12720";0;0
"store_7x24petshop_main_tr";"KOEKP15604";0;0
"store_7x24petshop_main_tr";"PTS21011";57,65;64,05
"store_7x24petshop_main_tr";"SPR5050600055";16,43;18,25
"store_7x24petshop_main_tr";"PTS2102";444,46;493,84
"store_7x24petshop_main_tr";"KOEKP12262";0;0
"store_7x24petshop_main_tr";"KOEKP15571";0;0
"store_7x24petshop_main_tr";"KOEKP13667";0;0
"store_7x24petshop_main_tr";"KOEKP13747";0;0
"store_7x24petshop_main_tr";"KOEKP13707";0;0
"store_7x24petshop_main_tr";"KOEKP13737";0;0
"store_7x24petshop_main_tr";"SPR5050500055";16,43;18,25
"store_7x24petshop_main_tr";"KOEKP2472";0;0
"store_7x24petshop_main_tr";"KOEKP13697";0;0
"store_7x24petshop_main_tr";"PTS21012";53,97;59,97
"store_7x24petshop_main_tr";"KOEKP13687";0;0
"store_7x24petshop_main_tr";"KOEKP13657";0;0
"store_7x24petshop_main_tr";"KOEKP15551";0;0
"store_7x24petshop_main_tr";"SPR5054000067";13,28;14,76
"store_7x24petshop_main_tr";"KOEKP13647";0;0
"store_7x24petshop_main_tr";"KEGDA52742935508";94,55;105,06
"store_7x24petshop_main_tr";"KEGDA52742935706";192,82;214,24
"store_7x24petshop_main_tr";"CHMGR1049";10,01;11,12
"store_7x24petshop_main_tr";"CHMGR1053";10,36;11,51
"store_7x24petshop_main_tr";"CHMGR1055";7,25;8,05
"store_7x24petshop_main_tr";"CHMGR1072";11,46;12,73
"store_7x24petshop_main_tr";"CHMGR1073";10,01;11,12
"store_7x24petshop_main_tr";"CHMGR1074";7,25;8,05
"store_7x24petshop_main_tr";"CHMGR1075";6,9;7,67
"store_7x24petshop_main_tr";"CHMGR1079";7,94;8,82
"store_7x24petshop_main_tr";"CHMGR1091";7,87;8,74
"store_7x24petshop_main_tr";"CHMCF1013RD";9,8;10,89
"store_7x24petshop_main_tr";"CHMWP1031S";17,26;19,18
"store_7x24petshop_main_tr";"CHMWP1031M";17,26;19,18
"store_7x24petshop_main_tr";"CHMWP1031L";17,26;19,18
"store_7x24petshop_main_tr";"BPH10358";23,47;26,08
"store_7x24petshop_main_tr";"BPH10395";21,4;23,78
"store_7x24petshop_main_tr";"BPH11058";20,37;22,63
"store_7x24petshop_main_tr";"BPH11404";4,83;5,37
"store_7x24petshop_main_tr";"BPH11414";3,93;4,37
"store_7x24petshop_main_tr";"BPH11431";14,98;16,64
"store_7x24petshop_main_tr";"BPH11637";4,91;5,45
"store_7x24petshop_main_tr";"BPH12903";4,63;5,14
"store_7x24petshop_main_tr";"BPH10553";5,45;6,06
"store_7x24petshop_main_tr";"BPH10551";5,45;6,06
"store_7x24petshop_main_tr";"BPH10552";5,45;6,06
"store_7x24petshop_main_tr";"BPH10789";16,16;17,95
"store_7x24petshop_main_tr";"BPH12951";15,88;17,64
"store_7x24petshop_main_tr";"BPH12950";14,29;15,88
"store_7x24petshop_main_tr";"BPH12956";15,39;17,1
"store_7x24petshop_main_tr";"BPH12639";38,66;42,95
"store_7x24petshop_main_tr";"BPH12638";54,53;60,59
"store_7x24petshop_main_tr";"BPH13560";21,4;23,78
"store_7x24petshop_main_tr";"BPH13708";10,36;11,51
"store_7x24petshop_main_tr";"BPH15317";12,08;13,42
"store_7x24petshop_main_tr";"BPH15315";9,32;10,35
"store_7x24petshop_main_tr";"BPH15303";18,36;20,4
"store_7x24petshop_main_tr";"BPH10261";19,33;21,48
"store_7x24petshop_main_tr";"BPH10239";22,78;25,31
"store_7x24petshop_main_tr";"BPH10242";18,58;20,64
"store_7x24petshop_main_tr";"BPH10317";19,33;21,48
"store_7x24petshop_main_tr";"BPH10321";16,57;18,41
"store_7x24petshop_main_tr";"BPH15328";11,74;13,04
"store_7x24petshop_main_tr";"BPH10359";23,47;26,08
"store_7x24petshop_main_tr";"BPH10394";20,02;22,24
"store_7x24petshop_main_tr";"BPH10648";17,6;19,56
"store_7x24petshop_main_tr";"BPH11319";17,95;19,94
"store_7x24petshop_main_tr";"BPH11429";13,9;15,44
"store_7x24petshop_main_tr";"BPH11556";26,92;29,91
"store_7x24petshop_main_tr";"BPH11613";10,77;11,97
"store_7x24petshop_main_tr";"BPH11614";10,49;11,66
"store_7x24petshop_main_tr";"BPH12775";10,36;11,51
"store_7x24petshop_main_tr";"BPH16876";12,77;14,19
"store_7x24petshop_main_tr";"BPH11246";12,77;14,19
"store_7x24petshop_main_tr";"BPH13270";14,29;15,88
"store_7x24petshop_main_tr";"BPH13271";14,29;15,88
"store_7x24petshop_main_tr";"BPH13272";14,29;15,88
"store_7x24petshop_main_tr";"BPH11285";24,85;27,61
"store_7x24petshop_main_tr";"BPH11672";19,81;22,01
"store_7x24petshop_main_tr";"BPH11673";20,02;22,24
"store_7x24petshop_main_tr";"BPH11410";17,26;19,18
"store_7x24petshop_main_tr";"BPH11632";17,26;19,18
"store_7x24petshop_main_tr";"BPH11655B";17,26;19,18
"store_7x24petshop_main_tr";"BPH12952";16,57;18,41
"store_7x24petshop_main_tr";"BPH12957";16,01;17,79
"store_7x24petshop_main_tr";"BPH13034";22,57;25,08
"store_7x24petshop_main_tr";"BPH13021";24,09;26,77
"store_7x24petshop_main_tr";"BPH13991";16,57;18,41
"store_7x24petshop_main_tr";"BPH16834";16,78;18,64
"store_7x24petshop_main_tr";"BPH18252";17,05;18,94
"store_7x24petshop_main_tr";"BPH18258";17,05;18,94
"store_7x24petshop_main_tr";"BPH18276";17,05;18,94
"store_7x24petshop_main_tr";"BPH18270";17,05;18,94
"store_7x24petshop_main_tr";"BPH18282";17,05;18,94
"store_7x24petshop_main_tr";"BPH13561";21,4;23,78
"store_7x24petshop_main_tr";"BPH13709";10,36;11,51
"store_7x24petshop_main_tr";"BPH13737";22,78;25,31
"store_7x24petshop_main_tr";"BPH13894";24,17;26,85
"store_7x24petshop_main_tr";"BPH11538";23,47;26,08
"store_7x24petshop_main_tr";"BPH11415";19,9;22,11
"store_7x24petshop_main_tr";"STF96151";30,14;33,49
"store_7x24petshop_main_tr";"STF96153";30,14;33,49
"store_7x24petshop_main_tr";"STF96160";34,91;38,79
"store_7x24petshop_main_tr";"STF96161";34,91;38,79
"store_7x24petshop_main_tr";"BPH18578";25,06;27,84
"store_7x24petshop_main_tr";"BPH11657";11,74;13,04
"store_7x24petshop_main_tr";"STF97101";40,38;44,87
"store_7x24petshop_main_tr";"STF97102";40,38;44,87
"store_7x24petshop_main_tr";"STF97201";58,46;64,96
"store_7x24petshop_main_tr";"STF97202";58,46;64,96
"store_7x24petshop_main_tr";"STF97301";60,27;66,97
"store_7x24petshop_main_tr";"STF97302";60,27;66,97
"store_7x24petshop_main_tr";"KEGDA340195";39;39
"store_7x24petshop_main_tr";"CHM1006";10,63;10,63
"store_7x24petshop_main_tr";"CHMCT1114";6,53;6,53
"store_7x24petshop_main_tr";"CHMCT1148";5,65;5,65
"store_7x24petshop_main_tr";"CHMWPN654 ";45,47;45,47
"store_7x24petshop_main_tr";"STF97445";234,36;260,4
"store_7x24petshop_main_tr";"STF97450";298,9;332,11
"store_7x24petshop_main_tr";"STF97480";341,35;379,28
"store_7x24petshop_main_tr";"STF97490";416,59;462,88
"store_7x24petshop_main_tr";"STF97470";444,84;494,27
"store_7x24petshop_main_tr";"STF97611";19,62;21,8
"store_7x24petshop_main_tr";"STF97614";19,62;21,8
"store_7x24petshop_main_tr";"STF97612";19,62;21,8
"store_7x24petshop_main_tr";"STF97615";19,62;21,8
"store_7x24petshop_main_tr";"STF97634";39,42;43,8
"store_7x24petshop_main_tr";"STF97632";39,42;43,8
"store_7x24petshop_main_tr";"STF97635";39,42;43,8
